id,is_changed,max_worse,util,num_worse,num_better,num_unchanged,rank_better,rank_worse,rank_unchanged,rank_better_match_better,rank_better_match_unchanged,rank_better_match_worse,rank_unchanged_match_better,rank_unchanged_match_unchanged,rank_unchanged_match_worse,rank_worse_match_better,rank_worse_match_unchanged,rank_worse_match_worse,k,maj_better,maj_unchanged,maj_worse,maj_util,min_util,maj_egal,min_egal
3231,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3232,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3233,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3234,True,-4,-5,3,1,2,3,3,0,1,0,2,0,0,0,0,2,1,3,0,2,1,-4,-1,-4,-1
3235,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3236,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
3237,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
3238,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
3239,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3240,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3241,True,-2,0,2,1,3,3,1,2,1,2,0,0,1,1,0,0,1,3,0,1,2,-3,3,-2,0
3242,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3243,True,-1,-2,3,1,2,3,2,1,1,1,1,0,1,0,0,0,2,3,0,1,2,-2,0,-1,-1
3244,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3245,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3246,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3247,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3248,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3249,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3250,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
3251,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
3252,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3253,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3254,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3255,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3256,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3257,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3258,True,-1,2,1,2,3,3,2,1,2,1,0,0,1,0,0,1,1,3,0,2,1,-1,3,-1,0
3259,False,0,0,0,0,6,3,1,2,0,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0
3260,False,0,0,0,0,6,3,2,1,0,3,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0
3261,False,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0
